trade_date,sentiment,daily_pnl,trade_count,avg_leverage,total_volume,win_count,loss_count,win_rate
2023-03-28,Greed,0.0,3,1.0,477.0,0,0,0.0
2023-11-14,Greed,155.50335699999994,1045,4.300103032745229,11555429.76,287,196,0.5942028985507246
2024-03-09,Greed,176965.491774,6962,1.7639848884288645,39406770.25,3412,920,0.7876269621421976
2024-07-03,Neutral,158742.378078,7141,1.1486972588836697,21843234.35,2265,547,0.8054765291607396
2024-10-27,Greed,3189461.032019,35241,1.3259268740679828,103947765.09,15915,2677,0.856013339070568
2025-02-19,Fear,6699925.190574,133871,1.3335985591616275,704158492.98,55576,8960,0.8611627618693443
